#Set,index,k,QQ,x_b,t,phi_x,F,sigmaF,varF,ReH,ReE,ReHTilde,dvcs
146,9,5.75,2.23,0.335,-0.26,277.85,0.0531475,0.00265737,0.05,-2.59199,1.9901,1.10145,0.0135398
146,10,5.75,2.23,0.335,-0.26,292.87,0.0701492,0.00350746,0.05,-2.59199,1.9901,1.10145,0.0135398
146,11,5.75,2.23,0.335,-0.26,307.87,0.0782749,0.00391375,0.05,-2.59199,1.9901,1.10145,0.0135398
146,12,5.75,2.23,0.335,-0.26,322.83,0.0966214,0.00483107,0.05,-2.59199,1.9901,1.10145,0.0135398
146,13,5.75,2.23,0.335,-0.26,337.74,0.121758,0.00608788,0.05,-2.59199,1.9901,1.10145,0.0135398
146,14,5.75,2.23,0.335,-0.26,352.59,0.120599,0.00602997,0.05,-2.59199,1.9901,1.10145,0.0135398
147,0,5.75,2.23,0.335,-0.34,7.35,0.140027,0.00700134,0.05,-2.54557,1.81615,0.882424,0.0114816
147,1,5.75,2.23,0.335,-0.34,22.13,0.115138,0.00575689,0.05,-2.54557,1.81615,0.882424,0.0114816
147,2,5.75,2.23,0.335,-0.34,37.04,0.0882417,0.00441208,0.05,-2.54557,1.81615,0.882424,0.0114816
147,3,5.75,2.23,0.335,-0.34,52.02,0.0700944,0.00350472,0.05,-2.54557,1.81615,0.882424,0.0114816
147,4,5.75,2.23,0.335,-0.34,67.04,0.0433799,0.00216899,0.05,-2.54557,1.81615,0.882424,0.0114816
147,5,5.75,2.23,0.335,-0.34,82.08,0.0390826,0.00195413,0.05,-2.54557,1.81615,0.882424,0.0114816
147,6,5.75,2.23,0.335,-0.34,277.92,0.0433489,0.00216745,0.05,-2.54557,1.81615,0.882424,0.0114816
147,7,5.75,2.23,0.335,-0.34,292.96,0.0513345,0.00256673,0.05,-2.54557,1.81615,0.882424,0.0114816
147,8,5.75,2.23,0.335,-0.34,307.98,0.064378,0.0032189,0.05,-2.54557,1.81615,0.882424,0.0114816
147,9,5.75,2.23,0.335,-0.34,322.96,0.0936983,0.00468491,0.05,-2.54557,1.81615,0.882424,0.0114816
147,10,5.75,2.23,0.335,-0.34,337.87,0.0978793,0.00489397,0.05,-2.54557,1.81615,0.882424,0.0114816
147,11,5.75,2.23,0.335,-0.34,352.65,0.130792,0.00653958,0.05,-2.54557,1.81615,0.882424,0.0114816
148,0,5.75,2.23,0.335,-0.45,7.4,0.131675,0.00658377,0.05,-2.44185,1.61191,0.644845,0.00939337
148,1,5.75,2.23,0.335,-0.45,21.94,0.0943624,0.00471812,0.05,-2.44185,1.61191,0.644845,0.00939337
148,2,5.75,2.23,0.335,-0.45,36.86,0.0612746,0.00306373,0.05,-2.44185,1.61191,0.644845,0.00939337
148,3,5.75,2.23,0.335,-0.45,51.89,0.0465144,0.00232572,0.05,-2.44185,1.61191,0.644845,0.00939337
148,4,5.75,2.23,0.335,-0.45,66.95,0.0327301,0.00163651,0.05,-2.44185,1.61191,0.644845,0.00939337
148,5,5.75,2.23,0.335,-0.45,82.02,0.0236249,0.00118124,0.05,-2.44185,1.61191,0.644845,0.00939337
148,6,5.75,2.23,0.335,-0.45,97.1,0.0214157,0.00107079,0.05,-2.44185,1.61191,0.644845,0.00939337
148,7,5.75,2.23,0.335,-0.45,277.98,0.0261936,0.00130968,0.05,-2.44185,1.61191,0.644845,0.00939337
148,8,5.75,2.23,0.335,-0.45,293.05,0.0358217,0.00179108,0.05,-2.44185,1.61191,0.644845,0.00939337
148,9,5.75,2.23,0.335,-0.45,308.11,0.0415682,0.00207841,0.05,-2.44185,1.61191,0.644845,0.00939337
148,10,5.75,2.23,0.335,-0.45,323.14,0.0664252,0.00332126,0.05,-2.44185,1.61191,0.644845,0.00939337
148,11,5.75,2.23,0.335,-0.45,338.06,0.0892823,0.00446411,0.05,-2.44185,1.61191,0.644845,0.00939337
148,12,5.75,2.23,0.335,-0.45,352.6,0.120339,0.00601697,0.05,-2.44185,1.61191,0.644845,0.00939337
149,0,5.75,2.77,0.333,-0.16,22.42,0.183735,0.00918676,0.05,-2.59188,2.24506,1.45038,0.00865192
149,1,5.75,2.77,0.333,-0.16,37.37,0.157799,0.00788993,0.05,-2.59188,2.24506,1.45038,0.00865192
149,2,5.75,2.77,0.333,-0.16,337.58,0.165899,0.00829494,0.05,-2.59188,2.24506,1.45038,0.00865192
149,3,5.75,2.77,0.333,-0.16,352.53,0.172532,0.00862658,0.05,-2.59188,2.24506,1.45038,0.00865192
150,0,5.75,2.78,0.335,-0.2,7.5,0.186162,0.00930808,0.05,-2.5994,2.1375,1.29845,0.00773743
150,1,5.75,2.78,0.335,-0.2,22.42,0.19124,0.00956199,0.05,-2.5994,2.1375,1.29845,0.00773743
150,2,5.75,2.78,0.335,-0.2,37.29,0.147341,0.00736705,0.05,-2.5994,2.1375,1.29845,0.00773743
150,3,5.75,2.78,0.335,-0.2,52.22,0.137489,0.00687446,0.05,-2.5994,2.1375,1.29845,0.00773743
150,4,5.75,2.78,0.335,-0.2,67.22,0.10997,0.0054985,0.05,-2.5994,2.1375,1.29845,0.00773743
150,5,5.75,2.78,0.335,-0.2,82.23,0.0889665,0.00444832,0.05,-2.5994,2.1375,1.29845,0.00773743
150,6,5.75,2.78,0.335,-0.2,97.25,0.0781908,0.00390954,0.05,-2.5994,2.1375,1.29845,0.00773743
150,7,5.75,2.78,0.335,-0.2,112.29,0.0596603,0.00298302,0.05,-2.5994,2.1375,1.29845,0.00773743
150,8,5.75,2.78,0.335,-0.2,127.33,0.0582639,0.00291319,0.05,-2.5994,2.1375,1.29845,0.00773743
150,9,5.75,2.78,0.335,-0.2,142.37,0.0511404,0.00255702,0.05,-2.5994,2.1375,1.29845,0.00773743
150,10,5.75,2.78,0.335,-0.2,157.42,0.0520883,0.00260442,0.05,-2.5994,2.1375,1.29845,0.00773743
150,11,5.75,2.78,0.335,-0.2,172.48,0.0529306,0.00264653,0.05,-2.5994,2.1375,1.29845,0.00773743
150,12,5.75,2.78,0.335,-0.2,187.52,0.053116,0.0026558,0.05,-2.5994,2.1375,1.29845,0.00773743
150,13,5.75,2.78,0.335,-0.2,202.58,0.0533973,0.00266987,0.05,-2.5994,2.1375,1.29845,0.00773743
150,14,5.75,2.78,0.335,-0.2,217.63,0.0553327,0.00276664,0.05,-2.5994,2.1375,1.29845,0.00773743
150,15,5.75,2.78,0.335,-0.2,232.67,0.0595581,0.00297791,0.05,-2.5994,2.1375,1.29845,0.00773743
150,16,5.75,2.78,0.335,-0.2,247.71,0.0662041,0.0033102,0.05,-2.5994,2.1375,1.29845,0.00773743
150,17,5.75,2.78,0.335,-0.2,262.75,0.0810344,0.00405172,0.05,-2.5994,2.1375,1.29845,0.00773743
150,18,5.75,2.78,0.335,-0.2,277.77,0.0955481,0.0047774,0.05,-2.5994,2.1375,1.29845,0.00773743
150,19,5.75,2.78,0.335,-0.2,292.78,0.119952,0.00599762,0.05,-2.5994,2.1375,1.29845,0.00773743
150,20,5.75,2.78,0.335,-0.2,307.78,0.139977,0.00699887,0.05,-2.5994,2.1375,1.29845,0.00773743
150,21,5.75,2.78,0.335,-0.2,322.71,0.157299,0.00786497,0.05,-2.5994,2.1375,1.29845,0.00773743
150,22,5.75,2.78,0.335,-0.2,337.58,0.188377,0.00941886,0.05,-2.5994,2.1375,1.29845,0.00773743
150,23,5.75,2.78,0.335,-0.2,352.5,0.201028,0.0100514,0.05,-2.5994,2.1375,1.29845,0.00773743
151,0,5.75,2.78,0.335,-0.26,7.6,0.224095,0.0112048,0.05,-2.59199,1.9901,1.10145,0.00673502
151,1,5.75,2.78,0.335,-0.26,22.58,0.181871,0.00909355,0.05,-2.59199,1.9901,1.10145,0.00673502
151,2,5.75,2.78,0.335,-0.26,37.36,0.13452,0.00672601,0.05,-2.59199,1.9901,1.10145,0.00673502
151,3,5.75,2.78,0.335,-0.26,52.11,0.104216,0.00521081,0.05,-2.59199,1.9901,1.10145,0.00673502
151,4,5.75,2.78,0.335,-0.26,67.13,0.0868937,0.00434469,0.05,-2.59199,1.9901,1.10145,0.00673502
151,5,5.75,2.78,0.335,-0.26,82.16,0.0641201,0.003206,0.05,-2.59199,1.9901,1.10145,0.00673502
151,6,5.75,2.78,0.335,-0.26,97.2,0.0519579,0.00259789,0.05,-2.59199,1.9901,1.10145,0.00673502
151,7,5.75,2.78,0.335,-0.26,112.25,0.046041,0.00230205,0.05,-2.59199,1.9901,1.10145,0.00673502
151,8,5.75,2.78,0.335,-0.26,127.3,0.0409253,0.00204627,0.05,-2.59199,1.9901,1.10145,0.00673502
151,9,5.75,2.78,0.335,-0.26,142.36,0.0372244,0.00186122,0.05,-2.59199,1.9901,1.10145,0.00673502
151,10,5.75,2.78,0.335,-0.26,157.41,0.0357471,0.00178735,0.05,-2.59199,1.9901,1.10145,0.00673502
151,11,5.75,2.78,0.335,-0.26,172.47,0.0349493,0.00174746,0.05,-2.59199,1.9901,1.10145,0.00673502
151,12,5.75,2.78,0.335,-0.26,187.53,0.034766,0.0017383,0.05,-2.59199,1.9901,1.10145,0.00673502
151,13,5.75,2.78,0.335,-0.26,202.59,0.0344531,0.00172265,0.05,-2.59199,1.9901,1.10145,0.00673502
151,14,5.75,2.78,0.335,-0.26,217.64,0.0361148,0.00180574,0.05,-2.59199,1.9901,1.10145,0.00673502
151,15,5.75,2.78,0.335,-0.26,232.7,0.0379137,0.00189568,0.05,-2.59199,1.9901,1.10145,0.00673502
151,16,5.75,2.78,0.335,-0.26,247.75,0.0460224,0.00230112,0.05,-2.59199,1.9901,1.10145,0.00673502
151,17,5.75,2.78,0.335,-0.26,262.8,0.055872,0.0027936,0.05,-2.59199,1.9901,1.10145,0.00673502
151,18,5.75,2.78,0.335,-0.26,277.84,0.0678746,0.00339373,0.05,-2.59199,1.9901,1.10145,0.00673502
151,19,5.75,2.78,0.335,-0.26,292.87,0.0847869,0.00423934,0.05,-2.59199,1.9901,1.10145,0.00673502
151,20,5.75,2.78,0.335,-0.26,307.89,0.104014,0.00520069,0.05,-2.59199,1.9901,1.10145,0.00673502
151,21,5.75,2.78,0.335,-0.26,322.64,0.146208,0.00731042,0.05,-2.59199,1.9901,1.10145,0.00673502
151,22,5.75,2.78,0.335,-0.26,337.42,0.171607,0.00858036,0.05,-2.59199,1.9901,1.10145,0.00673502
151,23,5.75,2.78,0.335,-0.26,352.4,0.197577,0.00987885,0.05,-2.59199,1.9901,1.10145,0.00673502
152,0,5.75,2.78,0.335,-0.34,7.72,0.213175,0.0106587,0.05,-2.54557,1.81615,0.882424,0.00570246
152,1,5.75,2.78,0.335,-0.34,22.73,0.16025,0.00801248,0.05,-2.54557,1.81615,0.882424,0.00570246
152,2,5.75,2.78,0.335,-0.34,37.54,0.115474,0.00577371,0.05,-2.54557,1.81615,0.882424,0.00570246
152,3,5.75,2.78,0.335,-0.34,51.99,0.0795628,0.00397814,0.05,-2.54557,1.81615,0.882424,0.00570246
152,4,5.75,2.78,0.335,-0.34,67.04,0.0642985,0.00321493,0.05,-2.54557,1.81615,0.882424,0.00570246
152,5,5.75,2.78,0.335,-0.34,82.1,0.0418473,0.00209237,0.05,-2.54557,1.81615,0.882424,0.00570246
152,6,5.75,2.78,0.335,-0.34,97.16,0.0365632,0.00182816,0.05,-2.54557,1.81615,0.882424,0.00570246
152,7,5.75,2.78,0.335,-0.34,112.22,0.0306499,0.00153249,0.05,-2.54557,1.81615,0.882424,0.00570246
152,8,5.75,2.78,0.335,-0.34,127.28,0.0256564,0.00128282,0.05,-2.54557,1.81615,0.882424,0.00570246
152,9,5.75,2.78,0.335,-0.34,142.35,0.0256515,0.00128257,0.05,-2.54557,1.81615,0.882424,0.00570246
152,10,5.75,2.78,0.335,-0.34,157.41,0.0238606,0.00119303,0.05,-2.54557,1.81615,0.882424,0.00570246
152,11,5.75,2.78,0.335,-0.34,172.47,0.0195351,0.000976755,0.05,-2.54557,1.81615,0.882424,0.00570246
152,12,5.75,2.78,0.335,-0.34,187.53,0.0210458,0.00105229,0.05,-2.54557,1.81615,0.882424,0.00570246
152,13,5.75,2.78,0.335,-0.34,202.59,0.0225682,0.00112841,0.05,-2.54557,1.81615,0.882424,0.00570246
152,14,5.75,2.78,0.335,-0.34,217.65,0.0236965,0.00118483,0.05,-2.54557,1.81615,0.882424,0.00570246
152,15,5.75,2.78,0.335,-0.34,232.72,0.0271253,0.00135626,0.05,-2.54557,1.81615,0.882424,0.00570246
152,16,5.75,2.78,0.335,-0.34,247.78,0.0298879,0.00149439,0.05,-2.54557,1.81615,0.882424,0.00570246
152,17,5.75,2.78,0.335,-0.34,262.84,0.0389229,0.00194614,0.05,-2.54557,1.81615,0.882424,0.00570246
152,18,5.75,2.78,0.335,-0.34,277.9,0.0477783,0.00238892,0.05,-2.54557,1.81615,0.882424,0.00570246
152,19,5.75,2.78,0.335,-0.34,292.96,0.0547915,0.00273957,0.05,-2.54557,1.81615,0.882424,0.00570246
152,20,5.75,2.78,0.335,-0.34,308.01,0.0859196,0.00429598,0.05,-2.54557,1.81615,0.882424,0.00570246
152,21,5.75,2.78,0.335,-0.34,322.46,0.122973,0.00614864,0.05,-2.54557,1.81615,0.882424,0.00570246
152,22,5.75,2.78,0.335,-0.34,337.27,0.176518,0.00882588,0.05,-2.54557,1.81615,0.882424,0.00570246
152,23,5.75,2.78,0.335,-0.34,352.28,0.220487,0.0110244,0.05,-2.54557,1.81615,0.882424,0.00570246
153,0,5.75,2.78,0.335,-0.45,23.43,0.155641,0.00778205,0.05,-2.44185,1.61191,0.644845,0.0046547
153,1,5.75,2.78,0.335,-0.45,37.7,0.0865455,0.00432727,0.05,-2.44185,1.61191,0.644845,0.0046547
153,2,5.75,2.78,0.335,-0.45,51.87,0.0559641,0.0027982,0.05,-2.44185,1.61191,0.644845,0.0046547
153,3,5.75,2.78,0.335,-0.45,66.97,0.0324546,0.00162273,0.05,-2.44185,1.61191,0.644845,0.0046547
153,4,5.75,2.78,0.335,-0.45,82.05,0.0271215,0.00135607,0.05,-2.44185,1.61191,0.644845,0.0046547
153,5,5.75,2.78,0.335,-0.45,97.13,0.0235839,0.0011792,0.05,-2.44185,1.61191,0.644845,0.0046547
153,6,5.75,2.78,0.335,-0.45,112.2,0.0187024,0.000935119,0.05,-2.44185,1.61191,0.644845,0.0046547
153,7,5.75,2.78,0.335,-0.45,127.27,0.0151327,0.000756633,0.05,-2.44185,1.61191,0.644845,0.0046547
153,8,5.75,2.78,0.335,-0.45,142.34,0.0148478,0.000742388,0.05,-2.44185,1.61191,0.644845,0.0046547
153,9,5.75,2.78,0.335,-0.45,157.41,0.013812,0.000690599,0.05,-2.44185,1.61191,0.644845,0.0046547
153,10,5.75,2.78,0.335,-0.45,172.48,0.0126926,0.000634628,0.05,-2.44185,1.61191,0.644845,0.0046547
153,11,5.75,2.78,0.335,-0.45,187.52,0.0148578,0.000742892,0.05,-2.44185,1.61191,0.644845,0.0046547
153,12,5.75,2.78,0.335,-0.45,202.59,0.0142666,0.000713332,0.05,-2.44185,1.61191,0.644845,0.0046547
153,13,5.75,2.78,0.335,-0.45,217.66,0.0131626,0.000658129,0.05,-2.44185,1.61191,0.644845,0.0046547
153,14,5.75,2.78,0.335,-0.45,232.73,0.0166309,0.000831545,0.05,-2.44185,1.61191,0.644845,0.0046547
153,15,5.75,2.78,0.335,-0.45,247.8,0.0184435,0.000922177,0.05,-2.44185,1.61191,0.644845,0.0046547
153,16,5.75,2.78,0.335,-0.45,262.87,0.0214844,0.00107422,0.05,-2.44185,1.61191,0.644845,0.0046547
153,17,5.75,2.78,0.335,-0.45,277.95,0.0275123,0.00137562,0.05,-2.44185,1.61191,0.644845,0.0046547
153,18,5.75,2.78,0.335,-0.45,293.03,0.0360181,0.0018009,0.05,-2.44185,1.61191,0.644845,0.0046547
153,19,5.75,2.78,0.335,-0.45,308.13,0.057143,0.00285715,0.05,-2.44185,1.61191,0.644845,0.0046547
153,20,5.75,2.78,0.335,-0.45,322.3,0.0849062,0.00424531,0.05,-2.44185,1.61191,0.644845,0.0046547
153,21,5.75,2.78,0.335,-0.45,336.57,0.14515,0.00725749,0.05,-2.44185,1.61191,0.644845,0.0046547
154,0,5.75,2.35,0.365,-0.2,7.46,0.0790717,0.00395359,0.05,-2.49712,2.1375,1.28247,0.0131867
154,1,5.75,2.35,0.365,-0.2,22.4,0.0684251,0.00342125,0.05,-2.49712,2.1375,1.28247,0.0131867
154,2,5.75,2.35,0.365,-0.2,37.35,0.0659005,0.00329503,0.05,-2.49712,2.1375,1.28247,0.0131867
154,3,5.75,2.35,0.365,-0.2,52.31,0.0635383,0.00317691,0.05,-2.49712,2.1375,1.28247,0.0131867
154,4,5.75,2.35,0.365,-0.2,67.29,0.0577221,0.00288611,0.05,-2.49712,2.1375,1.28247,0.0131867
154,5,5.75,2.35,0.365,-0.2,82.29,0.0513407,0.00256703,0.05,-2.49712,2.1375,1.28247,0.0131867
154,6,5.75,2.35,0.365,-0.2,97.3,0.0446606,0.00223303,0.05,-2.49712,2.1375,1.28247,0.0131867
154,7,5.75,2.35,0.365,-0.2,112.32,0.0403128,0.00201564,0.05,-2.49712,2.1375,1.28247,0.0131867
154,8,5.75,2.35,0.365,-0.2,262.7,0.0448382,0.00224191,0.05,-2.49712,2.1375,1.28247,0.0131867
154,9,5.75,2.35,0.365,-0.2,277.71,0.0496176,0.00248088,0.05,-2.49712,2.1375,1.28247,0.0131867
154,10,5.75,2.35,0.365,-0.2,292.71,0.0527321,0.00263661,0.05,-2.49712,2.1375,1.28247,0.0131867
154,11,5.75,2.35,0.365,-0.2,307.69,0.0657418,0.00328709,0.05,-2.49712,2.1375,1.28247,0.0131867
154,12,5.75,2.35,0.365,-0.2,322.65,0.0731784,0.00365892,0.05,-2.49712,2.1375,1.28247,0.0131867
154,13,5.75,2.35,0.365,-0.2,337.6,0.0730159,0.00365079,0.05,-2.49712,2.1375,1.28247,0.0131867
154,14,5.75,2.35,0.365,-0.2,352.54,0.0799435,0.00399717,0.05,-2.49712,2.1375,1.28247,0.0131867
155,0,5.75,2.35,0.365,-0.26,7.44,0.0856239,0.0042812,0.05,-2.48543,1.9901,1.0976,0.0115963
155,1,5.75,2.35,0.365,-0.26,22.32,0.0736072,0.00368036,0.05,-2.48543,1.9901,1.0976,0.0115963
155,2,5.75,2.35,0.365,-0.26,37.24,0.066572,0.0033286,0.05,-2.48543,1.9901,1.0976,0.0115963
155,3,5.75,2.35,0.365,-0.26,52.2,0.0528998,0.00264499,0.05,-2.48543,1.9901,1.0976,0.0115963
155,4,5.75,2.35,0.365,-0.26,67.19,0.0470823,0.00235411,0.05,-2.48543,1.9901,1.0976,0.0115963
155,5,5.75,2.35,0.365,-0.26,82.2,0.0373594,0.00186797,0.05,-2.48543,1.9901,1.0976,0.0115963
155,6,5.75,2.35,0.365,-0.26,97.22,0.0338673,0.00169336,0.05,-2.48543,1.9901,1.0976,0.0115963
155,7,5.75,2.35,0.365,-0.26,112.26,0.0301217,0.00150609,0.05,-2.48543,1.9901,1.0976,0.0115963
155,8,5.75,2.35,0.365,-0.26,262.78,0.0342296,0.00171148,0.05,-2.48543,1.9901,1.0976,0.0115963
155,9,5.75,2.35,0.365,-0.26,277.8,0.0438967,0.00219484,0.05,-2.48543,1.9901,1.0976,0.0115963
155,10,5.75,2.35,0.365,-0.26,292.81,0.050411,0.00252055,0.05,-2.48543,1.9901,1.0976,0.0115963
155,11,5.75,2.35,0.365,-0.26,307.8,0.0580999,0.002905,0.05,-2.48543,1.9901,1.0976,0.0115963
155,12,5.75,2.35,0.365,-0.26,322.76,0.0666318,0.00333159,0.05,-2.48543,1.9901,1.0976,0.0115963
155,13,5.75,2.35,0.365,-0.26,337.68,0.0769195,0.00384597,0.05,-2.48543,1.9901,1.0976,0.0115963
155,14,5.75,2.35,0.365,-0.26,352.56,0.0788173,0.00394087,0.05,-2.48543,1.9901,1.0976,0.0115963
156,0,5.75,2.35,0.365,-0.34,7.39,0.076635,0.00383175,0.05,-2.43882,1.81615,0.890842,0.00992967
156,1,5.75,2.35,0.365,-0.34,22.22,0.0646964,0.00323482,0.05,-2.43882,1.81615,0.890842,0.00992967
156,2,5.75,2.35,0.365,-0.34,37.12,0.0591367,0.00295684,0.05,-2.43882,1.81615,0.890842,0.00992967
156,3,5.75,2.35,0.365,-0.34,52.09,0.0467787,0.00233894,0.05,-2.43882,1.81615,0.890842,0.00992967
156,4,5.75,2.35,0.365,-0.34,67.09,0.0353335,0.00176667,0.05,-2.43882,1.81615,0.890842,0.00992967
156,5,5.75,2.35,0.365,-0.34,82.12,0.0323456,0.00161728,0.05,-2.43882,1.81615,0.890842,0.00992967
156,6,5.75,2.35,0.365,-0.34,97.17,0.0260033,0.00130017,0.05,-2.43882,1.81615,0.890842,0.00992967
156,7,5.75,2.35,0.365,-0.34,277.88,0.0301496,0.00150748,0.05,-2.43882,1.81615,0.890842,0.00992967
156,8,5.75,2.35,0.365,-0.34,292.91,0.0372569,0.00186284,0.05,-2.43882,1.81615,0.890842,0.00992967
156,9,5.75,2.35,0.365,-0.34,307.91,0.0439048,0.00219524,0.05,-2.43882,1.81615,0.890842,0.00992967
156,10,5.75,2.35,0.365,-0.34,322.88,0.0601074,0.00300537,0.05,-2.43882,1.81615,0.890842,0.00992967
156,11,5.75,2.35,0.365,-0.34,337.78,0.0665002,0.00332501,0.05,-2.43882,1.81615,0.890842,0.00992967
156,12,5.75,2.35,0.365,-0.34,352.61,0.074205,0.00371025,0.05,-2.43882,1.81615,0.890842,0.00992967
157,0,5.75,2.35,0.365,-0.45,7.31,0.0754033,0.00377016,0.05,-2.3407,1.61191,0.664593,0.00821238
157,1,5.75,2.35,0.365,-0.45,22.05,0.0558778,0.00279389,0.05,-2.3407,1.61191,0.664593,0.00821238
157,2,5.75,2.35,0.365,-0.45,36.96,0.0478849,0.00239425,0.05,-2.3407,1.61191,0.664593,0.00821238
157,3,5.75,2.35,0.365,-0.45,51.96,0.0340067,0.00170033,0.05,-2.3407,1.61191,0.664593,0.00821238
157,4,5.75,2.35,0.365,-0.45,67,0.0241528,0.00120764,0.05,-2.3407,1.61191,0.664593,0.00821238
157,5,5.75,2.35,0.365,-0.45,277.95,0.0198993,0.000994966,0.05,-2.3407,1.61191,0.664593,0.00821238
157,6,5.75,2.35,0.365,-0.45,293,0.0260427,0.00130213,0.05,-2.3407,1.61191,0.664593,0.00821238
157,7,5.75,2.35,0.365,-0.45,308.04,0.0311913,0.00155956,0.05,-2.3407,1.61191,0.664593,0.00821238
157,8,5.75,2.35,0.365,-0.45,323.04,0.0447254,0.00223627,0.05,-2.3407,1.61191,0.664593,0.00821238
157,9,5.75,2.35,0.365,-0.45,337.95,0.0586731,0.00293366,0.05,-2.3407,1.61191,0.664593,0.00821238
157,10,5.75,2.35,0.365,-0.45,352.69,0.0698116,0.00349058,0.05,-2.3407,1.61191,0.664593,0.00821238
158,0,5.75,2.97,0.364,-0.2,7.46,0.106992,0.0053496,0.05,-2.50044,2.1375,1.28563,0.00630382
158,1,5.75,2.97,0.364,-0.2,22.4,0.102215,0.00511075,0.05,-2.50044,2.1375,1.28563,0.00630382
158,2,5.75,2.97,0.364,-0.2,37.35,0.0901927,0.00450963,0.05,-2.50044,2.1375,1.28563,0.00630382
158,3,5.75,2.97,0.364,-0.2,52.32,0.0813159,0.0040658,0.05,-2.50044,2.1375,1.28563,0.00630382
158,4,5.75,2.97,0.364,-0.2,67.31,0.065883,0.00329415,0.05,-2.50044,2.1375,1.28563,0.00630382
158,5,5.75,2.97,0.364,-0.2,82.31,0.0629049,0.00314525,0.05,-2.50044,2.1375,1.28563,0.00630382
158,6,5.75,2.97,0.364,-0.2,97.32,0.0583697,0.00291849,0.05,-2.50044,2.1375,1.28563,0.00630382
158,7,5.75,2.97,0.364,-0.2,112.34,0.0511349,0.00255675,0.05,-2.50044,2.1375,1.28563,0.00630382
158,8,5.75,2.97,0.364,-0.2,127.37,0.0449432,0.00224716,0.05,-2.50044,2.1375,1.28563,0.00630382
158,9,5.75,2.97,0.364,-0.2,247.66,0.0488366,0.00244183,0.05,-2.50044,2.1375,1.28563,0.00630382
158,10,5.75,2.97,0.364,-0.2,262.68,0.0594126,0.00297063,0.05,-2.50044,2.1375,1.28563,0.00630382
158,11,5.75,2.97,0.364,-0.2,277.69,0.0638189,0.00319094,0.05,-2.50044,2.1375,1.28563,0.00630382
158,12,5.75,2.97,0.364,-0.2,292.69,0.0767472,0.00383736,0.05,-2.50044,2.1375,1.28563,0.00630382
158,13,5.75,2.97,0.364,-0.2,307.68,0.0850506,0.00425253,0.05,-2.50044,2.1375,1.28563,0.00630382
158,14,5.75,2.97,0.364,-0.2,322.65,0.0929374,0.00464687,0.05,-2.50044,2.1375,1.28563,0.00630382
158,15,5.75,2.97,0.364,-0.2,337.6,0.102206,0.0051103,0.05,-2.50044,2.1375,1.28563,0.00630382
158,16,5.75,2.97,0.364,-0.2,352.54,0.0980758,0.00490379,0.05,-2.50044,2.1375,1.28563,0.00630382
159,0,5.75,2.97,0.365,-0.26,7.44,0.113994,0.00569969,0.05,-2.48543,1.9901,1.0976,0.00553936
159,1,5.75,2.97,0.365,-0.26,22.39,0.102645,0.00513224,0.05,-2.48543,1.9901,1.0976,0.00553936
159,2,5.75,2.97,0.365,-0.26,37.23,0.0925805,0.00462903,0.05,-2.48543,1.9901,1.0976,0.00553936
159,3,5.75,2.97,0.365,-0.26,52.19,0.072281,0.00361405,0.05,-2.48543,1.9901,1.0976,0.00553936
159,4,5.75,2.97,0.365,-0.26,67.19,0.0606838,0.00303419,0.05,-2.48543,1.9901,1.0976,0.00553936
159,5,5.75,2.97,0.365,-0.26,82.21,0.0521728,0.00260864,0.05,-2.48543,1.9901,1.0976,0.00553936
159,6,5.75,2.97,0.365,-0.26,97.24,0.0444379,0.0022219,0.05,-2.48543,1.9901,1.0976,0.00553936
159,7,5.75,2.97,0.365,-0.26,112.28,0.0334417,0.00167209,0.05,-2.48543,1.9901,1.0976,0.00553936
159,8,5.75,2.97,0.365,-0.26,127.32,0.029866,0.0014933,0.05,-2.48543,1.9901,1.0976,0.00553936
159,9,5.75,2.97,0.365,-0.26,142.37,0.0316084,0.00158042,0.05,-2.48543,1.9901,1.0976,0.00553936
159,10,5.75,2.97,0.365,-0.26,157.42,0.0254136,0.00127068,0.05,-2.48543,1.9901,1.0976,0.00553936
159,11,5.75,2.97,0.365,-0.26,172.48,0.0265131,0.00132566,0.05,-2.48543,1.9901,1.0976,0.00553936
159,12,5.75,2.97,0.365,-0.26,202.58,0.0269684,0.00134842,0.05,-2.48543,1.9901,1.0976,0.00553936
159,13,5.75,2.97,0.365,-0.26,232.68,0.028757,0.00143785,0.05,-2.48543,1.9901,1.0976,0.00553936
159,14,5.75,2.97,0.365,-0.26,247.72,0.0344687,0.00172343,0.05,-2.48543,1.9901,1.0976,0.00553936
159,15,5.75,2.97,0.365,-0.26,262.76,0.042766,0.0021383,0.05,-2.48543,1.9901,1.0976,0.00553936
159,16,5.75,2.97,0.365,-0.26,277.79,0.0460649,0.00230324,0.05,-2.48543,1.9901,1.0976,0.00553936
159,17,5.75,2.97,0.365,-0.26,292.81,0.0605869,0.00302935,0.05,-2.48543,1.9901,1.0976,0.00553936
159,18,5.75,2.97,0.365,-0.26,307.81,0.0670799,0.00335399,0.05,-2.48543,1.9901,1.0976,0.00553936
159,19,5.75,2.97,0.365,-0.26,322.77,0.0855092,0.00427546,0.05,-2.48543,1.9901,1.0976,0.00553936
159,20,5.75,2.97,0.365,-0.26,337.61,0.115094,0.00575468,0.05,-2.48543,1.9901,1.0976,0.00553936
159,21,5.75,2.97,0.365,-0.26,352.56,0.10689,0.00534452,0.05,-2.48543,1.9901,1.0976,0.00553936
