#Set,index,k,QQ,x_b,t,phi_x,F,sigmaF,varF,F1,F2,gReH,gReE,gReHTilde
85,20,5.75,2.78,0.335,-0.2,307.78,0.169444,0.019644,0.115932,0.648916,1.01978,0.42445,-1.06834,2.6075
85,21,5.75,2.78,0.335,-0.2,322.71,0.165679,0.0156936,0.0947226,0.648916,1.01978,0.42445,-1.06834,2.6075
85,22,5.75,2.78,0.335,-0.2,337.58,0.223333,0.0183179,0.0820206,0.648916,1.01978,0.42445,-1.06834,2.6075
85,23,5.75,2.78,0.335,-0.2,352.5,0.24148,0.0207256,0.0858275,0.648916,1.01978,0.42445,-1.06834,2.6075
86,0,5.75,2.78,0.335,-0.26,7.6,0.249257,0.0199306,0.07996,0.58528,0.885734,0.56245,-1.33834,2.9375
86,1,5.75,2.78,0.335,-0.26,22.58,0.232566,0.017124,0.0736309,0.58528,0.885734,0.56245,-1.33834,2.9375
86,2,5.75,2.78,0.335,-0.26,37.36,0.156006,0.0112582,0.0721649,0.58528,0.885734,0.56245,-1.33834,2.9375
86,3,5.75,2.78,0.335,-0.26,52.11,0.108513,0.00849453,0.0782809,0.58528,0.885734,0.56245,-1.33834,2.9375
86,4,5.75,2.78,0.335,-0.26,67.13,0.089929,0.0101359,0.11271,0.58528,0.885734,0.56245,-1.33834,2.9375
86,5,5.75,2.78,0.335,-0.26,82.16,0.0630146,0.00930995,0.147743,0.58528,0.885734,0.56245,-1.33834,2.9375
86,6,5.75,2.78,0.335,-0.26,97.2,0.0413747,0.00660605,0.159664,0.58528,0.885734,0.56245,-1.33834,2.9375
86,7,5.75,2.78,0.335,-0.26,112.25,0.0340975,0.00519422,0.152334,0.58528,0.885734,0.56245,-1.33834,2.9375
86,8,5.75,2.78,0.335,-0.26,127.3,0.0289014,0.00537946,0.186131,0.58528,0.885734,0.56245,-1.33834,2.9375
86,9,5.75,2.78,0.335,-0.26,142.36,0.0190656,0.00411574,0.215873,0.58528,0.885734,0.56245,-1.33834,2.9375
86,10,5.75,2.78,0.335,-0.26,157.41,0.0254166,0.00575273,0.226337,0.58528,0.885734,0.56245,-1.33834,2.9375
86,11,5.75,2.78,0.335,-0.26,172.47,0.0161113,0.00399508,0.247967,0.58528,0.885734,0.56245,-1.33834,2.9375
86,12,5.75,2.78,0.335,-0.26,187.53,0.0273728,0.00760987,0.278008,0.58528,0.885734,0.56245,-1.33834,2.9375
86,13,5.75,2.78,0.335,-0.26,202.59,0.0257275,0.00453501,0.176271,0.58528,0.885734,0.56245,-1.33834,2.9375
86,14,5.75,2.78,0.335,-0.26,217.64,0.0284393,0.00445262,0.156566,0.58528,0.885734,0.56245,-1.33834,2.9375
86,15,5.75,2.78,0.335,-0.26,232.7,0.017277,0.00309368,0.179063,0.58528,0.885734,0.56245,-1.33834,2.9375
86,16,5.75,2.78,0.335,-0.26,247.75,0.0391886,0.00613466,0.156542,0.58528,0.885734,0.56245,-1.33834,2.9375
86,17,5.75,2.78,0.335,-0.26,262.8,0.0433427,0.00635915,0.146718,0.58528,0.885734,0.56245,-1.33834,2.9375
86,18,5.75,2.78,0.335,-0.26,277.84,0.0570847,0.00864584,0.151456,0.58528,0.885734,0.56245,-1.33834,2.9375
86,19,5.75,2.78,0.335,-0.26,292.87,0.0886191,0.0111611,0.125945,0.58528,0.885734,0.56245,-1.33834,2.9375
86,20,5.75,2.78,0.335,-0.26,307.89,0.107567,0.0100218,0.0931677,0.58528,0.885734,0.56245,-1.33834,2.9375
86,21,5.75,2.78,0.335,-0.26,322.64,0.156345,0.0109748,0.0701963,0.58528,0.885734,0.56245,-1.33834,2.9375
86,22,5.75,2.78,0.335,-0.26,337.42,0.217334,0.014167,0.0651852,0.58528,0.885734,0.56245,-1.33834,2.9375
86,23,5.75,2.78,0.335,-0.26,352.4,0.220553,0.0151449,0.0686678,0.58528,0.885734,0.56245,-1.33834,2.9375
87,0,5.75,2.78,0.335,-0.34,7.72,0.24637,0.0168832,0.0685279,0.516032,0.74472,0.80245,-1.69834,3.3775
87,1,5.75,2.78,0.335,-0.34,22.73,0.182262,0.0137216,0.0752848,0.516032,0.74472,0.80245,-1.69834,3.3775
87,2,5.75,2.78,0.335,-0.34,37.54,0.115711,0.00816472,0.0705615,0.516032,0.74472,0.80245,-1.69834,3.3775
87,3,5.75,2.78,0.335,-0.34,51.99,0.105796,0.00813813,0.0769231,0.516032,0.74472,0.80245,-1.69834,3.3775
87,4,5.75,2.78,0.335,-0.34,67.04,0.0496342,0.00532556,0.107296,0.516032,0.74472,0.80245,-1.69834,3.3775
87,5,5.75,2.78,0.335,-0.34,82.1,0.0279117,0.00358113,0.128302,0.516032,0.74472,0.80245,-1.69834,3.3775
87,6,5.75,2.78,0.335,-0.34,97.16,0.0201149,0.0031519,0.156695,0.516032,0.74472,0.80245,-1.69834,3.3775
87,7,5.75,2.78,0.335,-0.34,112.22,0.0199439,0.00332398,0.166667,0.516032,0.74472,0.80245,-1.69834,3.3775
87,8,5.75,2.78,0.335,-0.34,127.28,0.010934,0.00211286,0.193237,0.516032,0.74472,0.80245,-1.69834,3.3775
87,9,5.75,2.78,0.335,-0.34,142.35,0.0145762,0.00431126,0.295775,0.516032,0.74472,0.80245,-1.69834,3.3775
87,10,5.75,2.78,0.335,-0.34,157.41,0.00927087,0.00209342,0.225806,0.516032,0.74472,0.80245,-1.69834,3.3775
87,11,5.75,2.78,0.335,-0.34,172.47,0.00999017,0.0026601,0.266272,0.516032,0.74472,0.80245,-1.69834,3.3775
87,12,5.75,2.78,0.335,-0.34,187.53,0.00380449,0.00140601,0.369565,0.516032,0.74472,0.80245,-1.69834,3.3775
87,13,5.75,2.78,0.335,-0.34,202.59,0.010588,0.00219646,0.207447,0.516032,0.74472,0.80245,-1.69834,3.3775
87,14,5.75,2.78,0.335,-0.34,217.65,0.0156119,0.00295359,0.189189,0.516032,0.74472,0.80245,-1.69834,3.3775
87,15,5.75,2.78,0.335,-0.34,232.72,0.0130182,0.00228892,0.175824,0.516032,0.74472,0.80245,-1.69834,3.3775
87,16,5.75,2.78,0.335,-0.34,247.78,0.017665,0.003406,0.19281,0.516032,0.74472,0.80245,-1.69834,3.3775
87,17,5.75,2.78,0.335,-0.34,262.84,0.0265478,0.00383552,0.144476,0.516032,0.74472,0.80245,-1.69834,3.3775
87,18,5.75,2.78,0.335,-0.34,277.9,0.0360987,0.00392517,0.108734,0.516032,0.74472,0.80245,-1.69834,3.3775
87,19,5.75,2.78,0.335,-0.34,292.96,0.0530617,0.00621605,0.117148,0.516032,0.74472,0.80245,-1.69834,3.3775
87,20,5.75,2.78,0.335,-0.34,308.01,0.0889022,0.00886002,0.0996602,0.516032,0.74472,0.80245,-1.69834,3.3775
87,21,5.75,2.78,0.335,-0.34,322.46,0.133503,0.00957737,0.0717391,0.516032,0.74472,0.80245,-1.69834,3.3775
87,22,5.75,2.78,0.335,-0.34,337.27,0.188681,0.0123075,0.0652291,0.516032,0.74472,0.80245,-1.69834,3.3775
87,23,5.75,2.78,0.335,-0.34,352.28,0.256414,0.0170753,0.0665927,0.516032,0.74472,0.80245,-1.69834,3.3775
88,0,5.75,2.78,0.335,-0.45,8.65,0,0,0,0,0,0,0,0
88,1,5.75,2.78,0.335,-0.45,23.43,0.162268,0.0136368,0.0840387,0.441298,0.599887,1.23695,-2.19334,3.9825
88,2,5.75,2.78,0.335,-0.45,37.7,0.0977803,0.00678756,0.0694165,0.441298,0.599887,1.23695,-2.19334,3.9825
88,3,5.75,2.78,0.335,-0.45,51.87,0.0531911,0.0041993,0.0789474,0.441298,0.599887,1.23695,-2.19334,3.9825
88,4,5.75,2.78,0.335,-0.45,66.97,0.0323964,0.00346115,0.106838,0.441298,0.599887,1.23695,-2.19334,3.9825
88,5,5.75,2.78,0.335,-0.45,82.05,0.0185077,0.00274188,0.148148,0.441298,0.599887,1.23695,-2.19334,3.9825
88,6,5.75,2.78,0.335,-0.45,97.13,0.0199327,0.00333758,0.167442,0.441298,0.599887,1.23695,-2.19334,3.9825
88,7,5.75,2.78,0.335,-0.45,112.2,0.0108413,0.00232834,0.214765,0.441298,0.599887,1.23695,-2.19334,3.9825
88,8,5.75,2.78,0.335,-0.45,127.27,0.00893381,0.00210583,0.235714,0.441298,0.599887,1.23695,-2.19334,3.9825
88,9,5.75,2.78,0.335,-0.45,142.34,0.00599525,0.00189039,0.315315,0.441298,0.599887,1.23695,-2.19334,3.9825
88,10,5.75,2.78,0.335,-0.45,157.41,0.0063001,0.00214333,0.340206,0.441298,0.599887,1.23695,-2.19334,3.9825
88,11,5.75,2.78,0.335,-0.45,172.48,0.00380677,0.00139355,0.366071,0.441298,0.599887,1.23695,-2.19334,3.9825
88,12,5.75,2.78,0.335,-0.45,187.52,0.00721493,0.00240498,0.333333,0.441298,0.599887,1.23695,-2.19334,3.9825
88,13,5.75,2.78,0.335,-0.45,202.59,0.00668733,0.00220288,0.329412,0.441298,0.599887,1.23695,-2.19334,3.9825
88,14,5.75,2.78,0.335,-0.45,217.66,0.00914552,0.00223773,0.244681,0.441298,0.599887,1.23695,-2.19334,3.9825
88,15,5.75,2.78,0.335,-0.45,232.73,0.00706644,0.00175475,0.248322,0.441298,0.599887,1.23695,-2.19334,3.9825
88,16,5.75,2.78,0.335,-0.45,247.8,0.01304,0.00266261,0.204188,0.441298,0.599887,1.23695,-2.19334,3.9825
88,17,5.75,2.78,0.335,-0.45,262.87,0.0152078,0.00228117,0.15,0.441298,0.599887,1.23695,-2.19334,3.9825
88,18,5.75,2.78,0.335,-0.45,277.95,0.0163194,0.00203199,0.124514,0.441298,0.599887,1.23695,-2.19334,3.9825
88,19,5.75,2.78,0.335,-0.45,293.03,0.034018,0.00395558,0.116279,0.441298,0.599887,1.23695,-2.19334,3.9825
88,20,5.75,2.78,0.335,-0.45,308.13,0.0498526,0.00478899,0.096063,0.441298,0.599887,1.23695,-2.19334,3.9825
88,21,5.75,2.78,0.335,-0.45,322.3,0.0949084,0.0067005,0.0705996,0.441298,0.599887,1.23695,-2.19334,3.9825
88,22,5.75,2.78,0.335,-0.45,336.57,0.190204,0.0123415,0.0648855,0.441298,0.599887,1.23695,-2.19334,3.9825
88,23,5.75,2.78,0.335,-0.45,351.35,0,0,0,0,0,0,0,0
89,0,5.75,2.35,0.365,-0.2,7.46,0.0534743,0.0101659,0.190108,0.648916,1.01978,0.46645,-1.09984,2.7425
89,1,5.75,2.35,0.365,-0.2,22.4,0.0796685,0.0163042,0.204651,0.648916,1.01978,0.46645,-1.09984,2.7425
89,2,5.75,2.35,0.365,-0.2,37.35,0.0511444,0.0105816,0.206897,0.648916,1.01978,0.46645,-1.09984,2.7425
89,3,5.75,2.35,0.365,-0.2,52.31,0.0869292,0.0170609,0.196262,0.648916,1.01978,0.46645,-1.09984,2.7425
89,4,5.75,2.35,0.365,-0.2,67.29,0.0414413,0.0107789,0.260101,0.648916,1.01978,0.46645,-1.09984,2.7425
89,5,5.75,2.35,0.365,-0.2,82.29,0.0531528,0.0169206,0.318339,0.648916,1.01978,0.46645,-1.09984,2.7425
89,6,5.75,2.35,0.365,-0.2,97.3,0.0395152,0.0132543,0.335423,0.648916,1.01978,0.46645,-1.09984,2.7425
89,7,5.75,2.35,0.365,-0.2,112.32,0.00981818,0.00603841,0.615023,0.648916,1.01978,0.46645,-1.09984,2.7425
89,8,5.75,2.35,0.365,-0.2,127.35,0,0,0,0,0,0,0,0
89,9,5.75,2.35,0.365,-0.2,142.38,0,0,0,0,0,0,0,0
89,10,5.75,2.35,0.365,-0.2,157.43,0,0,0,0,0,0,0,0
89,11,5.75,2.35,0.365,-0.2,172.48,0,0,0,0,0,0,0,0
89,12,5.75,2.35,0.365,-0.2,187.52,0,0,0,0,0,0,0,0
89,13,5.75,2.35,0.365,-0.2,202.57,0,0,0,0,0,0,0,0
89,14,5.75,2.35,0.365,-0.2,217.62,0,0,0,0,0,0,0,0
89,15,5.75,2.35,0.365,-0.2,232.65,0,0,0,0,0,0,0,0
89,16,5.75,2.35,0.365,-0.2,247.68,0,0,0,0,0,0,0,0
89,17,5.75,2.35,0.365,-0.2,262.7,0.023746,0.0096291,0.405505,0.648916,1.01978,0.46645,-1.09984,2.7425
89,18,5.75,2.35,0.365,-0.2,277.71,0.0529743,0.0172314,0.325279,0.648916,1.01978,0.46645,-1.09984,2.7425
89,19,5.75,2.35,0.365,-0.2,292.71,0.0510688,0.0116113,0.227366,0.648916,1.01978,0.46645,-1.09984,2.7425
89,20,5.75,2.35,0.365,-0.2,307.69,0.0386856,0.00907535,0.234592,0.648916,1.01978,0.46645,-1.09984,2.7425
89,21,5.75,2.35,0.365,-0.2,322.65,0.0818074,0.013758,0.168176,0.648916,1.01978,0.46645,-1.09984,2.7425
89,22,5.75,2.35,0.365,-0.2,337.6,0.0691803,0.0115852,0.167464,0.648916,1.01978,0.46645,-1.09984,2.7425
89,23,5.75,2.35,0.365,-0.2,352.54,0.0881204,0.0137027,0.155499,0.648916,1.01978,0.46645,-1.09984,2.7425
90,0,5.75,2.35,0.365,-0.26,7.44,0.111991,0.0144648,0.129161,0.58528,0.885734,0.60445,-1.36984,3.0725
90,1,5.75,2.35,0.365,-0.26,22.32,0.0846839,0.0131975,0.155844,0.58528,0.885734,0.60445,-1.36984,3.0725
90,2,5.75,2.35,0.365,-0.26,37.24,0.0787874,0.0101619,0.128978,0.58528,0.885734,0.60445,-1.36984,3.0725
90,3,5.75,2.35,0.365,-0.26,52.2,0.0496909,0.00682232,0.137295,0.58528,0.885734,0.60445,-1.36984,3.0725
90,4,5.75,2.35,0.365,-0.26,67.19,0.0527147,0.00911889,0.172986,0.58528,0.885734,0.60445,-1.36984,3.0725
90,5,5.75,2.35,0.365,-0.26,82.2,0.0245799,0.0074045,0.301242,0.58528,0.885734,0.60445,-1.36984,3.0725
90,6,5.75,2.35,0.365,-0.26,97.22,0.0403921,0.0148702,0.368146,0.58528,0.885734,0.60445,-1.36984,3.0725
90,7,5.75,2.35,0.365,-0.26,112.26,0.0189993,0.00884451,0.465517,0.58528,0.885734,0.60445,-1.36984,3.0725
90,8,5.75,2.35,0.365,-0.26,127.3,0,0,0,0,0,0,0,0
90,9,5.75,2.35,0.365,-0.26,142.35,0,0,0,0,0,0,0,0
90,10,5.75,2.35,0.365,-0.26,157.41,0,0,0,0,0,0,0,0
90,11,5.75,2.35,0.365,-0.26,172.47,0,0,0,0,0,0,0,0
90,12,5.75,2.35,0.365,-0.26,187.53,0,0,0,0,0,0,0,0
90,13,5.75,2.35,0.365,-0.26,202.59,0,0,0,0,0,0,0,0
90,14,5.75,2.35,0.365,-0.26,217.65,0,0,0,0,0,0,0,0
90,15,5.75,2.35,0.365,-0.26,232.7,0,0,0,0,0,0,0,0
90,16,5.75,2.35,0.365,-0.26,247.74,0,0,0,0,0,0,0,0
90,17,5.75,2.35,0.365,-0.26,262.78,0.0283238,0.00787131,0.277904,0.58528,0.885734,0.60445,-1.36984,3.0725
90,18,5.75,2.35,0.365,-0.26,277.8,0.0352006,0.00970759,0.275779,0.58528,0.885734,0.60445,-1.36984,3.0725
90,19,5.75,2.35,0.365,-0.26,292.81,0.0323882,0.00785698,0.242588,0.58528,0.885734,0.60445,-1.36984,3.0725
90,20,5.75,2.35,0.365,-0.26,307.8,0.0542815,0.00879954,0.162109,0.58528,0.885734,0.60445,-1.36984,3.0725
90,21,5.75,2.35,0.365,-0.26,322.76,0.0490877,0.00603354,0.122914,0.58528,0.885734,0.60445,-1.36984,3.0725
90,22,5.75,2.35,0.365,-0.26,337.68,0.0978905,0.00991155,0.101251,0.58528,0.885734,0.60445,-1.36984,3.0725
90,23,5.75,2.35,0.365,-0.26,352.56,0.115871,0.0119631,0.103245,0.58528,0.885734,0.60445,-1.36984,3.0725
91,0,5.75,2.35,0.365,-0.34,7.39,0.0981284,0.0094494,0.0962963,0.516032,0.74472,0.84445,-1.72984,3.5125
91,1,5.75,2.35,0.365,-0.34,22.22,0.0761245,0.00814711,0.107023,0.516032,0.74472,0.84445,-1.72984,3.5125
91,2,5.75,2.35,0.365,-0.34,37.12,0.0666452,0.00775707,0.116393,0.516032,0.74472,0.84445,-1.72984,3.5125
91,3,5.75,2.35,0.365,-0.34,52.09,0.0559472,0.00701025,0.125301,0.516032,0.74472,0.84445,-1.72984,3.5125
91,4,5.75,2.35,0.365,-0.34,67.09,0.0297622,0.00398663,0.133949,0.516032,0.74472,0.84445,-1.72984,3.5125
91,5,5.75,2.35,0.365,-0.34,82.12,0.00991687,0.00245339,0.247396,0.516032,0.74472,0.84445,-1.72984,3.5125
91,6,5.75,2.35,0.365,-0.34,97.17,0.0187387,0.00902867,0.481818,0.516032,0.74472,0.84445,-1.72984,3.5125
91,7,5.75,2.35,0.365,-0.34,112.22,0,0,0,0,0,0,0,0
91,8,5.75,2.35,0.365,-0.34,127.28,0,0,0,0,0,0,0,0
91,9,5.75,2.35,0.365,-0.34,142.33,0,0,0,0,0,0,0,0
91,10,5.75,2.35,0.365,-0.34,157.4,0,0,0,0,0,0,0,0
91,11,5.75,2.35,0.365,-0.34,172.47,0,0,0,0,0,0,0,0
91,12,5.75,2.35,0.365,-0.34,187.53,0,0,0,0,0,0,0,0
91,13,5.75,2.35,0.365,-0.34,202.6,0,0,0,0,0,0,0,0
91,14,5.75,2.35,0.365,-0.34,217.67,0,0,0,0,0,0,0,0
91,15,5.75,2.35,0.365,-0.34,232.72,0,0,0,0,0,0,0,0
91,16,5.75,2.35,0.365,-0.34,247.78,0,0,0,0,0,0,0,0
91,17,5.75,2.35,0.365,-0.34,262.83,0,0,0,0,0,0,0,0
91,18,5.75,2.35,0.365,-0.34,277.88,0.015009,0.00431913,0.28777,0.516032,0.74472,0.84445,-1.72984,3.5125
91,19,5.75,2.35,0.365,-0.34,292.91,0.0334987,0.00707065,0.211073,0.516032,0.74472,0.84445,-1.72984,3.5125
91,20,5.75,2.35,0.365,-0.34,307.91,0.0443841,0.00665242,0.149883,0.516032,0.74472,0.84445,-1.72984,3.5125
91,21,5.75,2.35,0.365,-0.34,322.88,0.0625727,0.00641327,0.102493,0.516032,0.74472,0.84445,-1.72984,3.5125
91,22,5.75,2.35,0.365,-0.34,337.78,0.0856028,0.0083085,0.0970588,0.516032,0.74472,0.84445,-1.72984,3.5125
91,23,5.75,2.35,0.365,-0.34,352.61,0.107192,0.00970638,0.0905512,0.516032,0.74472,0.84445,-1.72984,3.5125
92,0,5.75,2.35,0.365,-0.45,7.31,0.124966,0.0103097,0.0825,0.441298,0.599887,1.27895,-2.22484,4.1175
92,1,5.75,2.35,0.365,-0.45,22.05,0.0900709,0.00876671,0.0973312,0.441298,0.599887,1.27895,-2.22484,4.1175
92,2,5.75,2.35,0.365,-0.45,36.96,0.0630761,0.0064726,0.102616,0.441298,0.599887,1.27895,-2.22484,4.1175
92,3,5.75,2.35,0.365,-0.45,51.96,0.0297928,0.00341741,0.114706,0.441298,0.599887,1.27895,-2.22484,4.1175
92,4,5.75,2.35,0.365,-0.45,67,0.0182579,0.00280891,0.153846,0.441298,0.599887,1.27895,-2.22484,4.1175
92,5,5.75,2.35,0.365,-0.45,82.05,0,0,0,0,0,0,0,0
92,6,5.75,2.35,0.365,-0.45,97.12,0,0,0,0,0,0,0,0
92,7,5.75,2.35,0.365,-0.45,112.2,0,0,0,0,0,0,0,0
92,8,5.75,2.35,0.365,-0.45,127.25,0,0,0,0,0,0,0,0
92,9,5.75,2.35,0.365,-0.45,142.33,0,0,0,0,0,0,0,0
92,10,5.75,2.35,0.365,-0.45,157.4,0,0,0,0,0,0,0,0
92,11,5.75,2.35,0.365,-0.45,172.47,0,0,0,0,0,0,0,0
92,12,5.75,2.35,0.365,-0.45,187.53,0,0,0,0,0,0,0,0
92,13,5.75,2.35,0.365,-0.45,202.6,0,0,0,0,0,0,0,0
92,14,5.75,2.35,0.365,-0.45,217.67,0,0,0,0,0,0,0,0
92,15,5.75,2.35,0.365,-0.45,232.75,0,0,0,0,0,0,0,0
92,16,5.75,2.35,0.365,-0.45,247.8,0,0,0,0,0,0,0,0
92,17,5.75,2.35,0.365,-0.45,262.88,0,0,0,0,0,0,0,0
92,18,5.75,2.35,0.365,-0.45,277.95,0.0138359,0.00411124,0.297143,0.441298,0.599887,1.27895,-2.22484,4.1175
92,19,5.75,2.35,0.365,-0.45,293,0.023548,0.00605521,0.257143,0.441298,0.599887,1.27895,-2.22484,4.1175
92,20,5.75,2.35,0.365,-0.45,308.04,0.0318131,0.00439969,0.138298,0.441298,0.599887,1.27895,-2.22484,4.1175
92,21,5.75,2.35,0.365,-0.45,323.04,0.0552685,0.00521016,0.0942699,0.441298,0.599887,1.27895,-2.22484,4.1175
92,22,5.75,2.35,0.365,-0.45,337.95,0.0789923,0.00606769,0.0768137,0.441298,0.599887,1.27895,-2.22484,4.1175
92,23,5.75,2.35,0.365,-0.45,352.69,0.104914,0.00759863,0.0724269,0.441298,0.599887,1.27895,-2.22484,4.1175
93,0,5.75,2.97,0.364,-0.2,7.46,0.0836112,0.0128301,0.15345,0.648916,1.01978,0.464992,-1.09874,2.738
93,1,5.75,2.97,0.364,-0.2,22.4,0.1011,0.0165061,0.163265,0.648916,1.01978,0.464992,-1.09874,2.738
93,2,5.75,2.97,0.364,-0.2,37.35,0.0929558,0.015394,0.165605,0.648916,1.01978,0.464992,-1.09874,2.738
93,3,5.75,2.97,0.364,-0.2,52.32,0.0754492,0.0112531,0.149148,0.648916,1.01978,0.464992,-1.09874,2.738
93,4,5.75,2.97,0.364,-0.2,67.31,0.0791275,0.0125382,0.158455,0.648916,1.01978,0.464992,-1.09874,2.738
93,5,5.75,2.97,0.364,-0.2,82.31,0.0582961,0.0110622,0.189759,0.648916,1.01978,0.464992,-1.09874,2.738
93,6,5.75,2.97,0.364,-0.2,97.32,0.0551674,0.014617,0.264957,0.648916,1.01978,0.464992,-1.09874,2.738
93,7,5.75,2.97,0.364,-0.2,112.34,0.0387926,0.0108879,0.280669,0.648916,1.01978,0.464992,-1.09874,2.738
93,8,5.75,2.97,0.364,-0.2,127.37,0.0467298,0.0216656,0.463636,0.648916,1.01978,0.464992,-1.09874,2.738
93,9,5.75,2.97,0.364,-0.2,142.4,0,0,0,0,0,0,0,0
93,10,5.75,2.97,0.364,-0.2,157.44,0,0,0,0,0,0,0,0
93,11,5.75,2.97,0.364,-0.2,172.48,0,0,0,0,0,0,0,0
93,12,5.75,2.97,0.364,-0.2,187.52,0,0,0,0,0,0,0,0
93,13,5.75,2.97,0.364,-0.2,202.56,0,0,0,0,0,0,0,0
93,14,5.75,2.97,0.364,-0.2,217.6,0,0,0,0,0,0,0,0
93,15,5.75,2.97,0.364,-0.2,232.63,0,0,0,0,0,0,0,0
93,16,5.75,2.97,0.364,-0.2,247.66,0.0428525,0.0134051,0.312821,0.648916,1.01978,0.464992,-1.09874,2.738
93,17,5.75,2.97,0.364,-0.2,262.68,0.0736163,0.013747,0.186739,0.648916,1.01978,0.464992,-1.09874,2.738
93,18,5.75,2.97,0.364,-0.2,277.69,0.0585839,0.0114125,0.194805,0.648916,1.01978,0.464992,-1.09874,2.738
93,19,5.75,2.97,0.364,-0.2,292.69,0.0867139,0.0157662,0.181818,0.648916,1.01978,0.464992,-1.09874,2.738
93,20,5.75,2.97,0.364,-0.2,307.68,0.0825686,0.0129175,0.156446,0.648916,1.01978,0.464992,-1.09874,2.738
93,21,5.75,2.97,0.364,-0.2,322.65,0.0904856,0.0113818,0.125786,0.648916,1.01978,0.464992,-1.09874,2.738
93,22,5.75,2.97,0.364,-0.2,337.6,0.0925254,0.0117839,0.127358,0.648916,1.01978,0.464992,-1.09874,2.738
93,23,5.75,2.97,0.364,-0.2,352.54,0.110594,0.0131808,0.119182,0.648916,1.01978,0.464992,-1.09874,2.738
94,0,5.75,2.97,0.365,-0.26,7.44,0.1414,0.0137832,0.0974761,0.58528,0.885734,0.60445,-1.36984,3.0725
94,1,5.75,2.97,0.365,-0.26,22.39,0.131941,0.013321,0.100962,0.58528,0.885734,0.60445,-1.36984,3.0725
94,2,5.75,2.97,0.365,-0.26,37.23,0.0943618,0.00851317,0.0902184,0.58528,0.885734,0.60445,-1.36984,3.0725
94,3,5.75,2.97,0.365,-0.26,52.19,0.0736885,0.00805803,0.109353,0.58528,0.885734,0.60445,-1.36984,3.0725
94,4,5.75,2.97,0.365,-0.26,67.19,0.0635233,0.0084177,0.132514,0.58528,0.885734,0.60445,-1.36984,3.0725
94,5,5.75,2.97,0.365,-0.26,82.21,0.044089,0.00781324,0.177215,0.58528,0.885734,0.60445,-1.36984,3.0725
94,6,5.75,2.97,0.365,-0.26,97.24,0.0396596,0.00660994,0.166667,0.58528,0.885734,0.60445,-1.36984,3.0725
94,7,5.75,2.97,0.365,-0.26,112.28,0.0295668,0.00440697,0.149051,0.58528,0.885734,0.60445,-1.36984,3.0725
94,8,5.75,2.97,0.365,-0.26,127.32,0.0223938,0.00420877,0.187943,0.58528,0.885734,0.60445,-1.36984,3.0725
94,9,5.75,2.97,0.365,-0.26,142.37,0.0226396,0.00632276,0.279279,0.58528,0.885734,0.60445,-1.36984,3.0725
94,10,5.75,2.97,0.365,-0.26,157.42,0.0219268,0.00868797,0.396226,0.58528,0.885734,0.60445,-1.36984,3.0725
94,11,5.75,2.97,0.365,-0.26,172.48,0.00903773,0.00424773,0.47,0.58528,0.885734,0.60445,-1.36984,3.0725
94,12,5.75,2.97,0.365,-0.26,187.52,0,0,0,0,0,0,0,0
94,13,5.75,2.97,0.365,-0.26,202.58,0.0232859,0.00766614,0.329218,0.58528,0.885734,0.60445,-1.36984,3.0725
94,14,5.75,2.97,0.365,-0.26,217.63,0,0,0,0,0,0,0,0
94,15,5.75,2.97,0.365,-0.26,232.68,0.0285396,0.00616304,0.215947,0.58528,0.885734,0.60445,-1.36984,3.0725
94,16,5.75,2.97,0.365,-0.26,247.72,0.0191603,0.00315372,0.164596,0.58528,0.885734,0.60445,-1.36984,3.0725
94,17,5.75,2.97,0.365,-0.26,262.76,0.0394647,0.00616636,0.15625,0.58528,0.885734,0.60445,-1.36984,3.0725
94,18,5.75,2.97,0.365,-0.26,277.79,0.0546049,0.00828917,0.151803,0.58528,0.885734,0.60445,-1.36984,3.0725
94,19,5.75,2.97,0.365,-0.26,292.81,0.0631389,0.00967531,0.153239,0.58528,0.885734,0.60445,-1.36984,3.0725
94,20,5.75,2.97,0.365,-0.26,307.81,0.0735695,0.00946762,0.128689,0.58528,0.885734,0.60445,-1.36984,3.0725
94,21,5.75,2.97,0.365,-0.26,322.77,0.0890758,0.00808249,0.0907372,0.58528,0.885734,0.60445,-1.36984,3.0725
94,22,5.75,2.97,0.365,-0.26,337.61,0.12485,0.00994821,0.0796813,0.58528,0.885734,0.60445,-1.36984,3.0725
94,23,5.75,2.97,0.365,-0.26,352.56,0.142928,0.0119106,0.0833333,0.58528,0.885734,0.60445,-1.36984,3.0725
95,0,5.75,2.97,0.365,-0.34,7.48,0.158375,0.0124806,0.0788043,0.516032,0.74472,0.84445,-1.72984,3.5125
95,1,5.75,2.97,0.365,-0.34,22.49,0.107225,0.00891242,0.0831191,0.516032,0.74472,0.84445,-1.72984,3.5125
95,2,5.75,2.97,0.365,-0.34,37.22,0.0817703,0.00718745,0.0878981,0.516032,0.74472,0.84445,-1.72984,3.5125
95,3,5.75,2.97,0.365,-0.34,52.07,0.0587043,0.0055769,0.095,0.516032,0.74472,0.84445,-1.72984,3.5125
95,4,5.75,2.97,0.365,-0.34,67.1,0.0392221,0.00496017,0.126464,0.516032,0.74472,0.84445,-1.72984,3.5125
95,5,5.75,2.97,0.365,-0.34,82.14,0.0362877,0.00601756,0.165829,0.516032,0.74472,0.84445,-1.72984,3.5125
